id,category,prompt,response,source,source_id
dolly-9321,factual,What is a group loan?,"A lending mechanism which allows a group of individuals - often called a solidarity group to provide collateral or loan guarantee through a group repayment pledge. The incentive to repay the loan is based on peer pressure, if one group member defaults, the other group members make up the payment amount.",databricks/databricks-dolly-15k,9321
codealpaca-7096,coding,Convert the following hexadecimal value to its decimal equivalent.,"hex_value = ""0xFF"" dec_value = int(hex_value, 16) print(dec_value) # output: 255",sahil2801/CodeAlpaca-20k,7096
codealpaca-6976,coding,"Using a for loop, print out a countdown from 10 to 1.","for i in range(10, 0, -1): print(i)",sahil2801/CodeAlpaca-20k,6976
codealpaca-12567,coding,Explain what the yield keyword does in Python.,"The yield keyword in Python is used to create an iterator. When a function containing yield is called, it does not execute the code as a normal function would, instead it returns a generator object which is an iterator. Each time next() is called on the iterator, the yield statement is executed and returns a value. The execution of the function can be stopped at any point using the yield statement and the function can save the state of its variables when a yield statement is encountered, allowing it to be resumed after all the values have been generated.",sahil2801/CodeAlpaca-20k,12567
dolly-8744,factual,Name five fire Pokemon.,"Five fire pokemon are Rapidash, Magmar, Vulpix, Charmeleon, and Charmander.",databricks/databricks-dolly-15k,8744
dolly-2450,factual,"Which of the following are cities in the PNW in the US: Seattle, Portland, Hillsboro, Eugene, Tacoma, Vancouver, Surrey, Richmond.","Seattle, Portland, Hillsboro, Eugene, Tacoma, Vancouver are cities in PNW. Vancouver is also in Canada but there's a Vancouver in WA as well.",databricks/databricks-dolly-15k,2450
codealpaca-17806,coding,How would you use the ternary operator for comparing two values in JavaScript?,The ternary operator can be used to compare two values in the following way: (condition) ? (value if condition is true) : (value if condition is false);,sahil2801/CodeAlpaca-20k,17806
codealpaca-808,coding,Clean the given data in Python by replacing NaN and None with 0.,"import pandas as pd data = [[1, 'John', None], [2, 'Jane', 18], [3, 'Rudy', NaN]] df = pd.DataFrame(data, columns = ['id', 'name', 'age']) df.fillna(0, inplace = True)",sahil2801/CodeAlpaca-20k,808
codealpaca-18800,coding,"Using a database query, count the number of employees in a company database.",SELECT COUNT(*) FROM Employee,sahil2801/CodeAlpaca-20k,18800
codealpaca-5733,coding,Create a shell script that will run a specified command every 5 minutes.,#!/bin/bash while true do command sleep 300 done,sahil2801/CodeAlpaca-20k,5733
dolly-234,factual,What is Bollywood,"Bollywood is a movie industry based in Mumbai, India. It primarily makes movies in Hindi language. Since it was based in a city previously known as Bombay, a convenient moniker Bollywood resembling Hollywood is used to describe Hindi language film industry.",databricks/databricks-dolly-15k,234
dolly-8818,factual,"Which of these are most likely to be found in a hotel room: lamp, bed, gerbil, coffee pot, dishwasher, ancient relic?","A lamp, bed, and coffee pot are most likely to be found in a hotel room. A gerbil, dishwasher, and ancient relic are unlikely to be found in a hotel room.",databricks/databricks-dolly-15k,8818
dolly-12330,factual,Who invented cement that could be set underwater?,The Romans were the first to make cement that could set in water,databricks/databricks-dolly-15k,12330
codealpaca-4508,coding,Rewrite the following ruby program:,"puts ""Hello World!""",sahil2801/CodeAlpaca-20k,4508
codealpaca-3566,coding,Edit the following HTML page so the text appears in bold.,<html> <head> <title>Text Sample</title> </head> <body> <p><b>This is a sample text.</b></p> </body> </html>,sahil2801/CodeAlpaca-20k,3566
dolly-9404,factual,What motivates a chief executive officer?,"Revenue and platform or product consumption and scalability motivate chief technology officers (CEOs). It is the quickest way to achieve company exponential growth. Strategic vision with laser focus execution focus items that drive company growth also motivate CEOs. Having a team of world-class employees who help to deliver the strategic vision, and product platform scalability and consumption that increases revenue also motivates CEOs.",databricks/databricks-dolly-15k,9404
codealpaca-4127,coding,Create a string with alternating characters from two other given strings.,"string result = ""HWEOLLRODL"";",sahil2801/CodeAlpaca-20k,4127
dolly-7398,factual,Why do cloud service providers need to be FedRAMP authorized if they want to do business with U.S. federal agencies?,"U.S. federal agencies must use FedRAMP-authorized service providers if the agencies want to use cloud computing services, as it is a federal government requirement.",databricks/databricks-dolly-15k,7398
dolly-2141,factual,What is a Keystone?,"A keystone is the top block of an arch. It is an essential part of an arch because it keeps other stones from falling. A keystone is shaped like a trapezoid, the widest part at the top, so it doesn't slide out of the arch. Humans have built remarkable buildings with heavy ceilings on arches supported by a keystone. Many architects and artisans have been known to sculpt family emblems, symbols and designs on keystones.",databricks/databricks-dolly-15k,2141
dolly-12629,factual,How can I travel backwards in time?,"Due to some solutions in general relativity, there are methods that could allow this, most agree the true answer can be found in quantum mechanics or wormholes. Our current ability to understand quantum mechanics or wormholes is insufficient for proper traversal backward in time.",databricks/databricks-dolly-15k,12629
dolly-11173,factual,What is the size of the Eiffel Tower?,The Eiffel Tower is 330 meters high.,databricks/databricks-dolly-15k,11173
dolly-7098,factual,Why did the population expand in Seattle in the 2000s?,"A large job expansion in technology, with Microsoft and Amazon being high wage paying jobs and 10s of thousands of new employees",databricks/databricks-dolly-15k,7098
codealpaca-13921,coding,You need to generate an HTML table and style it with CSS.,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8"" /> <title>Title of the document</title> </head> <body> <table> <tr> <th>Firstname</th> <th>Lastname</th> <th>Age</th> </tr> <tr> <td>Jill</td> <td>Smith</td> <td>50</td> </tr> <tr> <td>Eve</td> <td>Jackson</td> <td>94</td> </tr> </table> </body> </html>",sahil2801/CodeAlpaca-20k,13921
codealpaca-16008,coding,Classify this short programming code into its data structure category.,List comprehension - a data structure that uses a single expression to generate a list of elements.,sahil2801/CodeAlpaca-20k,16008
codealpaca-16052,coding,Create a simple chatbot using Python.,"print(""Hello, I am your chatbot!"") while True: user_input = input(""What would you like to talk about?\n"") if user_input == ""bye"": print(""Bye! It was nice talking to you."") break if user_input == ""weather"": print(""It is sunny outside!"") else: print(""I am sorry, I don't understand your query."")",sahil2801/CodeAlpaca-20k,16052
codealpaca-18026,coding,Create a function to calculate the total cost after N discounts.,def calculate_total(discounts): total = 0 for discount in discounts: total -= total * (discount / 100) return total,sahil2801/CodeAlpaca-20k,18026
dolly-12157,factual,Who won the 2004 World Series?,The Boston Red Sox won the 2004 World series?,databricks/databricks-dolly-15k,12157
codealpaca-7042,coding,Generate a regular expression in JavaScript to check if a string contains only alphabets.,"let regex = /^[a-zA-Z]+$/; console.log(regex.test(""hello"")); // Output: true",sahil2801/CodeAlpaca-20k,7042
dolly-11769,factual,What is a question mark?,A question mark is a form of punctuation used at the end of a sentence to denote uncertainty. A question mark looks like this: ?,databricks/databricks-dolly-15k,11769
dolly-7670,factual,what is hinduism,"Hinduism is a diverse system of thought marked by a range of philosophies and shared concepts, rituals, cosmological systems, pilgrimage sites, and shared textual sources that discuss theology, metaphysics, mythology, Vedic yajna, yoga, agamic rituals, and temple building, among other topics. Prominent themes in Hindu beliefs include the four Puruṣārthas, the proper goals or aims of human life; namely, dharma (ethics/duties), artha (prosperity/work), kama (desires/passions) and moksha (liberation/freedom from the passions and the cycle of death and rebirth), as well as karma (action, intent and consequences) and saṃsāra (cycle of death and rebirth). Hinduism prescribes the eternal duties, such as honesty, refraining from injuring living beings (Ahiṃsā), patience, forbearance, self-restraint, virtue, and compassion, among others.[web 3] Hindu practices include worship (puja), fire rituals (homa/havan), recitations (pravachan), devotion (bhakti), chanting (japa), meditation (dhyāna), sacrifice (yajña), charity (dāna), selfless service (sevā), homage to one's ancestors (śrāddha), family-oriented rites of passage, annual festivals, and occasional pilgrimages (yatra). Along with the various practices associated with yoga, some Hindus leave their social world and material possessions and engage in lifelong Sannyasa (monasticism) in order to achieve moksha.",databricks/databricks-dolly-15k,7670
dolly-11152,factual,What is a bokoblin?,"It is an enemy type in The Legend of Zelda, Breath of the Wild. Some would refer to it (and other in-game enemies as ""mobs"").",databricks/databricks-dolly-15k,11152
codealpaca-15498,coding,Create a for loop to print out the square of the numbers between 10 and 20,"for i in range(10,21): print(i**2)",sahil2801/CodeAlpaca-20k,15498
codealpaca-10123,coding,Find the output of the following code when input is 3.,"The output of the code when input is 3 is [0, 1, 1].",sahil2801/CodeAlpaca-20k,10123
codealpaca-14350,coding,"Given two lists, write a Python program to print all common elements in them.","def common_elements(list1, list2): common = [] for elem in list1: if elem in list2: common.append(elem) return common",sahil2801/CodeAlpaca-20k,14350
codealpaca-14994,coding,"Edit the following HTML code so that it displays a black, 100px border-radius circle.","<div class=""circle"" style=""border-radius: 100px; background-color: black; height: 100px; width: 100px;""></div>",sahil2801/CodeAlpaca-20k,14994
dolly-2246,factual,What are Gummi Bears called in England?,Jelly Babies are what people call Gummi Bears in England,databricks/databricks-dolly-15k,2246
dolly-7070,factual,"India with the world's highest TB burden, introduced the BCG mass immunisation in which year?",1948,databricks/databricks-dolly-15k,7070
dolly-241,factual,Who was the first American to win a Nobel Peace?,Theodore Roosevelt,databricks/databricks-dolly-15k,241
codealpaca-7123,coding,Write a function that returns the largest number in a list.,"def get_largest(lst): largest = 0 for i in range (0,len(lst)): if lst[i] > largest: largest = lst[i] return largest # Driver code myList = [1,2,3,4,5,6] print(get_largest(myList)) # Output: 6",sahil2801/CodeAlpaca-20k,7123
dolly-5082,factual,Who was the first president of the United States of America?,George Washington,databricks/databricks-dolly-15k,5082
dolly-14727,factual,Who is the greatest Russian writer?,Alexander Sergeyevich Pushkin was a Russian author of the Romantic era who is considered by many to be the greatest Russian poet and the founder of modern Russian literature.,databricks/databricks-dolly-15k,14727
codealpaca-2792,coding,Create a Python script to print the first N numbers of the Fibonacci sequence.,"def print_fibonacci(n): # make a list of the first n numbers in the Fibonacci series fibonacci = [0, 1] while len(fibonacci) < n: fibonacci.append(fibonacci[-1] + fibonacci[-2]) # print out the list for number in fibonacci: print(number)",sahil2801/CodeAlpaca-20k,2792
codealpaca-14658,coding,Write a SQL query to retrieve all rows from the table 'movies' whose genre is 'comedy',SELECT * FROM movies WHERE genre = 'comedy';,sahil2801/CodeAlpaca-20k,14658
dolly-5512,factual,Who is Gendry's father?,Gendry is an unacknowledged son of King Robert Baratheon.,databricks/databricks-dolly-15k,5512
dolly-13660,factual,How many Kangaroos are in Australia?,There are twice as many kangaroos in Australia as there are people. The kangaroo population is estimated at about 40 million.,databricks/databricks-dolly-15k,13660
dolly-10175,factual,What is the significance of the moon's hidden face?,"The Moon's hidden face is the hemisphere of this satellite that is not visible from Earth because the Moon always shows the same face. This is because the moon takes the same amount of time to rotate on its own axis (rotation) as it does to orbit the Earth (translation). Tidal coupling is the term used to describe this phenomenon. The first images of the Moon's far side were sent by the Soviet spacecraft Luna 3, the third spacecraft launched to the Moon, on October 7, 1959.",databricks/databricks-dolly-15k,10175
dolly-13475,factual,What is the difference between a bike and an electric bike,"An electric bike is very similar to a traditional bike with a few additional components. They have a similar style of wheels, handlebars, and frame style as a regular bike. In addition, they have an electric motor, battery, and controller for the user. The battery powers the motors which offer assistance while pedaling. An e-bike does not change the pedaling action, it just makes it feel simpler.",databricks/databricks-dolly-15k,13475
dolly-4856,factual,Name the most famous detective books in the history,- Murder on the Orient Express by Agatha Christie (1934) - The Hound of the Baskervilles by Sir Arthur Conan Doyle (1902) - The Maltese Falcon by Dashiell Hammett (1930) - The Big Sleep by Raymond Chandler (1939) - The Name of the Rose by Umberto Eco (1980) - In the Woods by Tana French (2007),databricks/databricks-dolly-15k,4856
codealpaca-10154,coding,"Create a python class ""Car"" with fields ""make"" and ""model"".","class Car: def __init__(self, make, model): self.make = make self.model = model",sahil2801/CodeAlpaca-20k,10154
codealpaca-18200,coding,Generate a function in Python that takes a number and a list as input and finds the number of occurrences of the number in the list.,"def count_occurrence(number, input_list): return input_list.count(number)",sahil2801/CodeAlpaca-20k,18200
dolly-8556,factual,What was the Javelin throw record made by Neeraj Chopra,88.44metres,databricks/databricks-dolly-15k,8556
codealpaca-9651,coding,Generate a correct assembly language code to execution the following,"MOV R1, #3000 MOV R2, #3001 ADD R3, R1, R2 MOV 2000, R3",sahil2801/CodeAlpaca-20k,9651
dolly-12212,factual,Is double checked locking safe?,"Double checked locking can be unsafe in some situations and is sometimes considered an anti-pattern. However, it can be implemented in a safe way.",databricks/databricks-dolly-15k,12212
codealpaca-10804,coding,"Write a function that creates a new array from a given array of integers, leaving out the negative ones.","def removeNegative(list1): outputArray = [x for x in list1 if x >= 0] return outputArray # testing list1 = [-1, 1, 2, -2, 3, -3] print(removeNegative(list1)) # Output: [1,2,3]",sahil2801/CodeAlpaca-20k,10804
dolly-6172,factual,Name some masterpieces of Russian Literature,"* War and Peace, Leo Tolstoy. * Crime and Punishment, Fyodor Dostoevsky. * Evgenyi Onegin, Alexander Pushkin. * Dead Souls, Nikolay Gogol. * Woe from Wit,Alexander Griboedov. * The Master and Margarita, Mikhail Bulgakov. * Oblomov, Ivan Goncharov.",databricks/databricks-dolly-15k,6172
dolly-1983,factual,"Which of these are characters in Ted Lasso: Rebecca Welton, Olivia Benson, Jamie Tartt",Rebecca Welton and Jamie Tartt are both characters in the TV show Ted Lasso. Olivia Benson is the main character on the TV Show Law & Order: SVU.,databricks/databricks-dolly-15k,1983
dolly-7994,factual,Name five NHL teams in the Eastern Conference,"Five NHL teams in the Eastern Conference are the Tampa Bay Lightning, Boston Bruins, Toronto Maple Leafs, New York Rangers, and Carolina Hurricanes",databricks/databricks-dolly-15k,7994
dolly-11204,factual,What is the Memorial Recreation Park and where is it located,"Memorial Recreation Park is an athletic and recreation complex in Port Huron, Michigan. The main facility of the complex is a 5,500-seat stadium, home to the Port Huron Northern High School and Port Huron High School football teams. In addition, there are in the 27-acre (11 ha) complex tennis courts, four baseball fields, four softball fields, several football fields, and a quarter-mile track. The complex was built in 1945 and is dedicated to the men and women of Port Huron who served in World War II.",databricks/databricks-dolly-15k,11204
codealpaca-16573,coding,Implement a SQL query to find the top 5 highest paid employees.,"SELECT name, salary FROM employees ORDER BY salary DESC LIMIT 5;",sahil2801/CodeAlpaca-20k,16573
dolly-12044,factual,What does bpa-free mean?,BPA-Free refers to any plastics or other materials that do not contain any traces of Bisphenol-A. Most plastics including bottled waters use BPA-Free plastic because it has been shown when BPA plastics are exposed to heat that the BPA chemicals can leach into liquids and into food which people then ingest.,databricks/databricks-dolly-15k,12044
codealpaca-12554,coding,"Write a Python function which takes a number as an argument and print ""even"" if the number is even and print ""odd"" if the number is odd.","def print_even_odd(number): if number % 2 == 0: print(""even"") else: print(""odd"")",sahil2801/CodeAlpaca-20k,12554
codealpaca-18912,coding,"Update the code to add a class attribute ""var"" with the value ""value"".","class MyClass(): var = ""value"" def __init__(self): pass",sahil2801/CodeAlpaca-20k,18912
codealpaca-9294,coding,Modify the 'Bike' class so that when instances are created they are assigned a unique ID.,"# Define a class for a bike class Bike: _id = 0 def __init__(self, color, make, description): Bike._id += 1 self.id = Bike._id self.color = color self.make = make self.description = description",sahil2801/CodeAlpaca-20k,9294
dolly-4681,factual,"Which of the following are exercise equipment: bicycle, book, dumbbell, treadmill, spoon, television","A bicycle, dumbbell, and treadmill are all pieces of exercise equipment. Bicycles can be used to ride around outside or even indoors, they are a great way to improve your cardio health. Dumbbells are often used at a gym but can be used at home, they help to improve muscle mass through strength training. A treadmill is a great way to improve work on your cardio health by allowing you to run inside. A book is not a piece of exercise equipment as it does not require much physical effort to engage with. A spoon will help you in eating meals, but does little to improve your cardio health or strength. A television, or TV, can be watched while exercising, but cannot be exercised with.",databricks/databricks-dolly-15k,4681
dolly-12021,factual,What causes an airplane wing to fly?,"As Bernoulli's principal explains, because of the shape, air moving across the curved upper surface on top of the wing will travel faster and thus produce less pressure than the air moving more slowly along the flatter bottom of the wing's surface. This imbalance of high and low pressures results in a force called lift which is applied in the direction of the lower pressure.",databricks/databricks-dolly-15k,12021
codealpaca-595,coding,Create an if-else statement to classify a given number into an even or an odd.,"if (num % 2 == 0): print(""Even"") else: print(""Odd"")",sahil2801/CodeAlpaca-20k,595
codealpaca-12358,coding,Create a JavaScript function to filter an array of strings.,function filterStrings(strings) { return strings.filter(string => string.length < 7); },sahil2801/CodeAlpaca-20k,12358
dolly-2268,factual,"Which of the following countries are in Europe and which are in the rest of the world: Nicaragua, Australia, Austria, New Zealand, Morocco, Spain, Greece, China, Chile?","Austria, Spain, and Greece are all countries in Europe, while the remaining countries in the list are in the rest of the world. Nicaragua is in North America, Australia and New Zealand are in Oceania, Morocco is in Africa, China is in Asia, and Chile is part of South America.",databricks/databricks-dolly-15k,2268
codealpaca-6734,coding,Write a piece of code in Python that prints a multiplication table,"def multiplication_table(n): for i in range(1, n+1): for j in range(1, n+1): print(""{}x{}={}"".format(i, j, i*j)) print("""")",sahil2801/CodeAlpaca-20k,6734
codealpaca-17225,coding,Create a function to print out a multiplication table of two given multidimensional arrays.,"def mult_table(arr1, arr2): for i in range(len(arr1)): for j in range(len(arr2[0])): for k in range(len(arr2)): print(arr1[i][k] * arr2[k][j], end="" "") print() arr1 = [ [1,2] , [3,4] ] arr2 = [ [5,6] , [7,8] ] mult_table(arr1, arr2) # Output: 5 12 15 24",sahil2801/CodeAlpaca-20k,17225
codealpaca-102,coding,Design an algorithm that creates a random password of 8 characters.,"def generate_password(): """"""Generate a random password of 8 characters."""""" import random chars = 'ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz1234567890!@#$%^&*()' password = '' for i in range(8): password += random.SystemRandom().choice(chars) return password",sahil2801/CodeAlpaca-20k,102
dolly-2870,factual,Name some books of the Bible.,"Some of the books of the Bible include: 1 Samuel, Lamentations, Song of Solomon, Genesis, Leviticus, Deuteronomy, Esther, Proverbs",databricks/databricks-dolly-15k,2870
dolly-8173,factual,What is the difference in the US between a stop sign and a traffic light?,"A stop sign is a red, eight-sided metal sign that requires a driver to stop and then proceed when it is safe to do so. Many intersections have either two or four stop signs. When more than one car arrives at the intersection, the car that arrived first has the right of way. If more than one car arrives at the same time, then the car to the right has the right of way. An electric traffic light typically has three different signals: red indicates drivers should stop until the light changes; a yellow light indicates that the driver should stop if it is safe to do so because the signal is changing from red to green; and a green light means that drivers may proceed through the intersection without stopping.",databricks/databricks-dolly-15k,8173
codealpaca-12451,coding,Create a program to convert kilometers to miles in C++.,"#include <iostream> using namespace std; float kms_to_miles(float kms) { return kms * 0.621; } int main() { float kms = 10; cout << kms << "" kilometers is equal to "" << kms_to_miles(kms) << "" miles""; return 0; }",sahil2801/CodeAlpaca-20k,12451
dolly-4662,factual,Who created the tech company Apple?,Steve Jobs was the founder of Apple,databricks/databricks-dolly-15k,4662
codealpaca-2929,coding,Construct a query using Mongoose that returns all documents that match a certain criteria.,"db.users.find({city: ""Los Angeles""})",sahil2801/CodeAlpaca-20k,2929
dolly-4857,factual,What are microservices?,"Microservices are an architectural and organizational approach to software development where software is composed of small independent services that communicate over well-defined APIs. These services are owned by small, self-contained teams.",databricks/databricks-dolly-15k,4857
codealpaca-15383,coding,Modify the following Python program to contain an input.,"num1 = int(input(""Enter the first number: "")) num2 = int(input(""Enter the second number: "")) sum = num1 + num2 print(""The sum of the two numbers is"", sum)",sahil2801/CodeAlpaca-20k,15383
dolly-11585,factual,What is the name of the professional football team in Colorado?,The Denver Broncos,databricks/databricks-dolly-15k,11585
dolly-13262,factual,How many languages are spoken in India?,"There are several languages and dialects spoken across various parts of India. Currently, the Indian constitution recognises 22 languages. However, there are other prominent languages in certain regions that are not recognised. One such example is Marwari which is spoken in several parts of the state named Rajasthan but is not constitutionally recognised.",databricks/databricks-dolly-15k,13262
dolly-692,factual,"Based on this paragraph about the Final Fantasy series, who created it?",Hironobu Sakaguchi,databricks/databricks-dolly-15k,692
dolly-7949,factual,"Which of these words can be both a noun and a verb in English? treat, apple, watch, wood, attach",The words 'treat' and 'watch' can be both a noun and a verb in English.,databricks/databricks-dolly-15k,7949
codealpaca-7532,coding,Show an example of a while loop in Python.,i = 0 while i < 10: print(i) i += 1,sahil2801/CodeAlpaca-20k,7532
codealpaca-10548,coding,Write a shell command to print the system IP address.,"ifconfig | grep ""inet "" | awk '{ print $2 }'",sahil2801/CodeAlpaca-20k,10548
dolly-3235,factual,What did Stevie Ray Vaughan name his most beloved guitar?,Jimbo.,databricks/databricks-dolly-15k,3235
codealpaca-4838,coding,You need to find the area of a given circle with the formula: Area = pi * r * r,const PI = 3.14; const r = 5; const area = PI * r * r; console.log(area);,sahil2801/CodeAlpaca-20k,4838
dolly-12973,factual,In what part of the United States is the New England region?,New England is located in the northeast of the United States.,databricks/databricks-dolly-15k,12973
codealpaca-13366,coding,Write a JavaScript loop to print out all the values of an array.,for (let i = 0; i < arr.length; i++) { console.log(arr[i]); },sahil2801/CodeAlpaca-20k,13366
dolly-8449,factual,When was the United States officially recognized as an independent nation?,"The United Kingdom officially recognized the US as an independent nation on September 3, 1783.",databricks/databricks-dolly-15k,8449
codealpaca-10153,coding,Create a CSS class to display an element as a block-level element.,.block-level { display: block; },sahil2801/CodeAlpaca-20k,10153
codealpaca-7580,coding,Write a function to delete a node from the given linked list.,"def deleteNode(head, node): if head == None: return # If node to be deleted is head node if head.val == node: head = None return head # Find prev node prev = None curr = head while curr and curr.val != node: prev = curr curr = curr.next # Unlink node from linked list prev.next = curr.next curr = None return head",sahil2801/CodeAlpaca-20k,7580
dolly-8721,factual,What is the SECA Art Award?,"SECA stands for Society for the Encouragement of Contemporary Art. The SECA Art Award is an annual award that is given to emerging San Francisco Bay Area artists. It was organized by the SFMOMA in1967, and has been awarded every year since then. In 2022, 5 artists got selected: Binta Ayofemi, Maria A. Guzmán Capron, Cathy Lu, Marcel Pardo Ariza, and Gregory Rick. Their diverse works deal with racial conflict, American Asian identity, trans pride, black and indigenous presence in the urban landscape. SECA installations can be viewed at the SFMOMA Level 2 galleries from December through May annually.",databricks/databricks-dolly-15k,8721
codealpaca-7283,coding,Name the class for this object-oriented design.,The class name for this object-oriented design should be Foo.,sahil2801/CodeAlpaca-20k,7283
codealpaca-977,coding,Create a function that takes two strings and returns a new string containing the first three characters of each string combined.,"def combine_first_three(string1, string2): # Get the first three characters of each string string1 = string1[:3] string2 = string2[:3] # Combine the first three characters of each string combined_string = string1 + string2 # Return the new string return combined_string print(combine_first_three(""Hello"", ""World"")) # HelWor",sahil2801/CodeAlpaca-20k,977
codealpaca-3448,coding,How does the Binary Search algorithm work?,"The Binary Search algorithm works by repeatedly dividing an ordered list of items into half and searching for the desired element in that half. If the desired element is not present in the current half, the algorithm moves to the other half and the search continues until either the desired element is found or the list is exhausted.",sahil2801/CodeAlpaca-20k,3448
codealpaca-6809,coding,Implement a function that returns the total number of vowels in a string in C++.,"#include <iostream> #include <string> int countVowels(std::string str) { int count = 0; for (int i = 0; i < str.length(); i++) { if (str[i] == 'a' || str[i] == 'e' || str[i] == 'i' || str[i] == 'o' || str[i] == 'u') count++; } return count; } int main() { std::string str = ""Hello World!""; std::cout << ""Number of vowels : "" << countVowels(str); return 0; }",sahil2801/CodeAlpaca-20k,6809
dolly-11877,factual,When is the World Teacher's Day celebrated?,World Teacher's Day is celebrated on 5th October,databricks/databricks-dolly-15k,11877
dolly-8609,factual,What qualities do Australian Cattle Dogs have?,"Australian Cattle Dogs are loyal, driven and highly energetic breed. They were raised in Australia to heard cattle and were exposed to extreme conditions making them highly resilient. They are loving animals and can be protective of their families. Activity is important to Cattle Dogs as they are very smart and need mental stimulation to be satisfied with their quality of life.",databricks/databricks-dolly-15k,8609
dolly-7719,factual,What is the relationship between interest rates and the economy?,"Central banks typically adjust interest rates as a way to influence inflation and economic growth. When a country is experiencing high rates of inflation, its central bank will typically increase the interest rate which will increase the cost of credit and therefore reduce economic demand and consumption. Reduced demand will lead to reduced prices and less inflation. When a country is experiencing deflation, the central bank will typically decrease interest rates to reduce cost of credit and increase consumption. Central banks must be careful with interest rates. High interest rates for a sustained period of time can lead to a recession. Whereas, low interest rates for a sustained period of time can lead to hyperinflation and an overheated economy.",databricks/databricks-dolly-15k,7719
dolly-4622,factual,Is it worth buying a multi-unit property as a first-time home buyer?,"There are multiple benefits to buying a multi-unit property, and some of them are; - You will have multiple Tax benefits depending on the state you're in - Downpayment as low as 3.5% - You can rent one unit, and the amount you collect can cover a significant amount of the loan payment - Return on capital investment will be greater than the regular 20% down payment - It will help to build faster equity - Since it will be held under one loan, your chance of getting a second loan on the following property will be much higher compared to owning a single property - Property rent will increase faster or higher than your property taxes and the monthly loan amount, - Less closing costs",databricks/databricks-dolly-15k,4622
dolly-12155,factual,When did space exploration begin ?,"The world's first large-scale experimental rocket program was Opel-RAK under the leadership of Fritz von Opel and Max Valier during the late 1920s leading to the first crewed rocket cars and rocket planes, which paved the way for the Nazi era V2 program and US and Soviet activities from 1950 onwards. The Opel-RAK program and the spectacular public demonstrations of ground and air vehicles drew large crowds, as well as caused global public excitement as so-called ""Rocket Rumble"" and had a large long-lasting impact on later spaceflight pioneers like Wernher von Braun. Common rationales for exploring space include advancing scientific research, national prestige, uniting different nations, ensuring the future survival of humanity, and developing military and strategic advantages against other countries. The early era of space exploration was driven by a ""Space Race"" between the Soviet Union and the United States. The launch of the first human-made object to orbit Earth, the Soviet Union's Sputnik 1, on 4 October 1957, and the first Moon landing by the American Apollo 11 mission on 20 July 1969 are often taken as landmarks for this initial period. The Soviet space program achieved many of the first milestones, including the first living being in orbit in 1957, the first human spaceflight (Yuri Gagarin aboard Vostok 1) in 1961, the first spacewalk (by Alexei Leonov) on 18 March 1965, the first automatic landing on another celestial body in 1966, and the launch of the first space station (Salyut 1) in 1971. After the first 20 years of exploration, focus shifted from one-off flights to renewable hardware, such as the Space Shuttle program, and from competition to cooperation as with the International Space Station (ISS). With the substantial completion of the ISS following STS-133 in March 2011, plans for space exploration by the U.S. remain in flux. Constellation, a Bush Administration program for a return to the Moon by 2020 was judged inadequately funded and unrealistic by an expert review panel reporting in 2009. The Obama Administration proposed a revision of Constellation in 2010 to focus on the development of the capability for crewed missions beyond low Earth orbit (LEO), envisioning extending the operation of the ISS beyond 2020, transferring the development of launch vehicles for human crews from NASA to the private sector, and developing technology to enable missions to beyond LEO, such as Earth–Moon L1, the Moon, Earth–Sun L2, near-Earth asteroids, and Phobos or Mars orbit.",databricks/databricks-dolly-15k,12155
codealpaca-12150,coding,Create a regular expression to match a valid phone number (ex. 123-456-7890).,\d{3}-\d{3}-\d{4},sahil2801/CodeAlpaca-20k,12150
codealpaca-11736,coding,Generate a code to implement a binary search in an array with upto 1 million elements.,"def binary_search(arr, x): l = 0 r = len(arr) - 1 while l <= r: mid = l + (r - l) // 2 if arr[mid] == x: return mid elif arr[mid] < x: l = mid + 1 else: r = mid - 1 return -1",sahil2801/CodeAlpaca-20k,11736
dolly-3389,factual,What is the lowest point on Earth?,"The Challenger Deep, located in the western Pacific Ocean is the deepest known point of the seabed of Earth, with a depth of 10,902 -10,929 m or 35,768 - 35,856 ft.",databricks/databricks-dolly-15k,3389
codealpaca-15341,coding,Design a user interface for a book library application.,"The user interface should include a search bar to search for books, a list of books with details such as title, author, year published, and a button to select a book and checkout. Additionally, it should include a navigation header with various sections such as 'My Books', 'Favorites', 'Recommendations' and 'Account Settings'.",sahil2801/CodeAlpaca-20k,15341
dolly-9741,factual,What are common metrics used to measure the market value of a company?,Common metrics used to measure the market value of a company are: 1. Revenue 2. Free cash flow 3. Net income 4. Revenue growth rate 5. Free cash flow growth rate 6. Operating margin,databricks/databricks-dolly-15k,9741
dolly-7512,factual,What is Apache Kafka?,Apache Kafka is a distributed event store and stream-processing platform. It is an open-source system developed by the Apache Software Foundation written in Java and Scala.,databricks/databricks-dolly-15k,7512
codealpaca-3013,coding,"Use the .filter() function to find all even numbers from an array of numbers: [3, 5, 10, 7, 8, 11].","[3, 5, 10, 7, 8, 11].filter(x => x % 2 == 0) // Output: [10, 8]",sahil2801/CodeAlpaca-20k,3013
